instant,season,yr,mnth,hr,holiday,weekday,workingday,weathersit,temp,atemp,hum,windspeed,casual,registered,cnt,temp_category,windspeed_category,season_weather
8579,1,0,12,5,0,4,1,1,0.2,0.2273,0.55,0.1045,0,10,10,Dingin,Rendah,1_1
8580,1,0,12,6,0,4,1,1,0.2,0.2576,0.59,0.0,2,39,41,Dingin,Rendah,1_1
8581,1,0,12,7,0,4,1,1,0.18,0.2121,0.64,0.0896,2,104,106,Dingin,Rendah,1_1
8582,1,0,12,8,0,4,1,2,0.2,0.2576,0.64,0.0,3,207,210,Dingin,Rendah,1_2
8583,1,0,12,9,0,4,1,2,0.2,0.2121,0.64,0.1343,15,155,170,Dingin,Rendah,1_2
8584,1,0,12,10,0,4,1,2,0.22,0.2273,0.64,0.1642,13,97,110,Dingin,Rendah,1_2
8585,1,0,12,11,0,4,1,2,0.24,0.2576,0.6,0.0896,23,99,122,Dingin,Rendah,1_2
8586,1,0,12,12,0,4,1,2,0.26,0.2727,0.56,0.1045,12,118,130,Dingin,Rendah,1_2
8587,1,0,12,13,0,4,1,2,0.28,0.2879,0.52,0.1045,36,95,131,Dingin,Rendah,1_2
8588,1,0,12,14,0,4,1,2,0.3,0.3333,0.52,0.0,30,112,142,Dingin,Rendah,1_2
8589,1,0,12,15,0,4,1,2,0.3,0.3182,0.52,0.0896,27,150,177,Dingin,Rendah,1_2
8590,1,0,12,16,0,4,1,1,0.3,0.303,0.52,0.1642,22,155,177,Dingin,Rendah,1_1
8591,1,0,12,17,0,4,1,1,0.3,0.303,0.61,0.1642,14,226,240,Dingin,Rendah,1_1
8592,1,0,12,18,0,4,1,1,0.3,0.303,0.56,0.1343,15,192,207,Dingin,Rendah,1_1
8593,1,0,12,19,0,4,1,1,0.3,0.3182,0.56,0.1045,11,124,135,Dingin,Rendah,1_1
8594,1,0,12,20,0,4,1,1,0.28,0.2879,0.65,0.1045,8,88,96,Dingin,Rendah,1_1
8595,1,0,12,21,0,4,1,2,0.28,0.2879,0.61,0.1343,8,60,68,Dingin,Rendah,1_2
8596,1,0,12,22,0,4,1,1,0.28,0.2879,0.65,0.1343,7,48,55,Dingin,Rendah,1_1
8597,1,0,12,23,0,4,1,1,0.3,0.303,0.65,0.1642,1,44,45,Dingin,Rendah,1_1
8598,1,0,12,0,0,5,1,1,0.28,0.2879,0.7,0.1343,4,26,30,Dingin,Rendah,1_1
8599,1,0,12,1,0,5,1,1,0.26,0.2879,0.65,0.0896,9,11,20,Dingin,Rendah,1_1
8600,1,0,12,2,0,5,1,1,0.24,0.2576,0.7,0.1045,2,10,12,Dingin,Rendah,1_1
8601,1,0,12,3,0,5,1,1,0.24,0.2576,0.7,0.1045,0,6,6,Dingin,Rendah,1_1
8602,1,0,12,4,0,5,1,1,0.24,0.2576,0.7,0.0896,0,2,2,Dingin,Rendah,1_1
8603,1,0,12,5,0,5,1,1,0.22,0.2576,0.75,0.0896,0,10,10,Dingin,Rendah,1_1
8604,1,0,12,6,0,5,1,1,0.24,0.2576,0.7,0.0896,1,31,32,Dingin,Rendah,1_1
8605,1,0,12,7,0,5,1,1,0.24,0.2576,0.75,0.0896,3,92,95,Dingin,Rendah,1_1
8606,1,0,12,8,0,5,1,2,0.24,0.2576,0.75,0.0896,12,193,205,Dingin,Rendah,1_2
8607,1,0,12,9,0,5,1,1,0.26,0.303,0.75,0.0,19,175,194,Dingin,Rendah,1_1
8608,1,0,12,10,0,5,1,1,0.3,0.2879,0.65,0.2537,10,108,118,Dingin,Sedang,1_1
8609,1,0,12,11,0,5,1,1,0.32,0.3182,0.66,0.194,45,126,171,Hangat,Rendah,1_1
8610,1,0,12,12,0,5,1,1,0.32,0.3333,0.57,0.1343,38,159,197,Hangat,Rendah,1_1
8611,1,0,12,13,0,5,1,2,0.36,0.3485,0.53,0.1343,53,154,207,Hangat,Rendah,1_2
8612,1,0,12,14,0,5,1,2,0.4,0.4091,0.47,0.0896,67,178,245,Hangat,Rendah,1_2
8613,1,0,12,15,0,5,1,1,0.42,0.4242,0.44,0.0,56,236,292,Hangat,Rendah,1_1
8614,1,0,12,16,0,5,1,1,0.42,0.4242,0.47,0.194,36,247,283,Hangat,Rendah,1_1
8615,1,0,12,17,0,5,1,1,0.38,0.3939,0.54,0.1642,54,188,242,Hangat,Rendah,1_1
8616,1,0,12,18,0,5,1,1,0.36,0.3485,0.62,0.1343,19,163,182,Hangat,Rendah,1_1
8617,1,0,12,19,0,5,1,2,0.34,0.303,0.49,0.4179,16,96,112,Hangat,Sedang,1_2
8618,1,0,12,20,0,5,1,2,0.34,0.3485,0.66,0.1045,16,75,91,Hangat,Rendah,1_2
8619,1,0,12,21,0,5,1,2,0.36,0.3636,0.66,0.1045,11,84,95,Hangat,Rendah,1_2
8620,1,0,12,22,0,5,1,2,0.34,0.3333,0.71,0.1642,7,78,85,Hangat,Rendah,1_2
8621,1,0,12,23,0,5,1,2,0.36,0.3333,0.66,0.2537,13,60,73,Hangat,Sedang,1_2
8622,1,0,12,0,0,6,0,2,0.38,0.3939,0.62,0.3284,7,37,44,Hangat,Sedang,1_2
8623,1,0,12,1,0,6,0,2,0.4,0.4091,0.62,0.2836,4,31,35,Hangat,Sedang,1_2
8624,1,0,12,2,0,6,0,2,0.4,0.4091,0.62,0.2836,1,27,28,Hangat,Sedang,1_2
8625,1,0,12,3,0,6,0,2,0.4,0.4091,0.62,0.2836,1,17,18,Hangat,Sedang,1_2
8626,1,0,12,4,0,6,0,1,0.38,0.3939,0.71,0.2239,1,9,10,Hangat,Sedang,1_1
8627,1,0,12,5,0,6,0,2,0.36,0.3485,0.76,0.2239,1,0,1,Hangat,Sedang,1_2
8628,1,0,12,6,0,6,0,2,0.4,0.4091,0.71,0.0896,1,5,6,Hangat,Rendah,1_2
8629,1,0,12,7,0,6,0,3,0.38,0.3939,0.76,0.0,6,13,19,Hangat,Rendah,1_3
8630,1,0,12,8,0,6,0,1,0.34,0.3333,0.81,0.1343,7,42,49,Hangat,Rendah,1_1
8631,1,0,12,9,0,6,0,1,0.38,0.3939,0.76,0.0,18,72,90,Hangat,Rendah,1_1
8632,1,0,12,10,0,6,0,1,0.4,0.4091,0.76,0.1642,20,108,128,Hangat,Rendah,1_1
8633,1,0,12,11,0,6,0,1,0.42,0.4242,0.71,0.1642,65,152,217,Hangat,Rendah,1_1
8634,1,0,12,12,0,6,0,1,0.52,0.5,0.39,0.2985,93,180,273,Hangat,Sedang,1_1
8635,1,0,12,13,0,6,0,1,0.5,0.4848,0.42,0.4925,108,205,313,Hangat,Sedang,1_1
8636,1,0,12,14,0,6,0,1,0.46,0.4545,0.51,0.3284,115,185,300,Hangat,Sedang,1_1
8637,1,0,12,15,0,6,0,1,0.46,0.4545,0.47,0.4925,89,164,253,Hangat,Sedang,1_1
8638,1,0,12,16,0,6,0,1,0.44,0.4394,0.51,0.3881,52,143,195,Hangat,Sedang,1_1
8639,1,0,12,17,0,6,0,1,0.42,0.4242,0.54,0.194,28,101,129,Hangat,Rendah,1_1
8640,1,0,12,18,0,6,0,1,0.42,0.4242,0.54,0.1343,13,80,93,Hangat,Rendah,1_1
8641,1,0,12,19,0,6,0,1,0.42,0.4242,0.54,0.2239,19,73,92,Hangat,Sedang,1_1
8642,1,0,12,20,0,6,0,1,0.42,0.4242,0.54,0.2239,8,63,71,Hangat,Sedang,1_1
8643,1,0,12,21,0,6,0,1,0.4,0.4091,0.58,0.194,2,50,52,Hangat,Rendah,1_1
8644,1,0,12,22,0,6,0,1,0.38,0.3939,0.62,0.1343,2,36,38,Hangat,Rendah,1_1
8645,1,0,12,23,0,6,0,1,0.36,0.3788,0.66,0.0,4,27,31,Hangat,Rendah,1_1
8646,1,1,1,0,0,0,0,1,0.36,0.3788,0.66,0.0,5,43,48,Hangat,Rendah,1_1
8647,1,1,1,1,0,0,0,1,0.36,0.3485,0.66,0.1343,15,78,93,Hangat,Rendah,1_1
8648,1,1,1,2,0,0,0,1,0.32,0.3485,0.76,0.0,16,59,75,Hangat,Rendah,1_1
8649,1,1,1,3,0,0,0,1,0.3,0.3333,0.81,0.0,11,41,52,Dingin,Rendah,1_1
8650,1,1,1,4,0,0,0,1,0.28,0.303,0.81,0.0896,0,8,8,Dingin,Rendah,1_1
8651,1,1,1,5,0,0,0,1,0.28,0.2879,0.81,0.1045,0,5,5,Dingin,Rendah,1_1
8652,1,1,1,6,0,0,0,1,0.26,0.2727,0.93,0.1343,1,1,2,Dingin,Rendah,1_1
8653,1,1,1,7,0,0,0,1,0.26,0.2576,0.93,0.1642,1,6,7,Dingin,Rendah,1_1
8654,1,1,1,8,0,0,0,1,0.26,0.2727,0.87,0.1045,4,10,14,Dingin,Rendah,1_1
8655,1,1,1,9,0,0,0,1,0.26,0.2727,0.93,0.1045,13,27,40,Dingin,Rendah,1_1
8656,1,1,1,10,0,0,0,1,0.3,0.3182,0.81,0.1045,18,52,70,Dingin,Rendah,1_1
8657,1,1,1,11,0,0,0,1,0.34,0.3333,0.76,0.1343,40,98,138,Hangat,Rendah,1_1
8658,1,1,1,12,0,0,0,1,0.4,0.4091,0.62,0.2836,58,143,201,Hangat,Sedang,1_1
8659,1,1,1,13,0,0,0,1,0.42,0.4242,0.58,0.2836,82,141,223,Hangat,Sedang,1_1
8660,1,1,1,14,0,0,0,1,0.44,0.4394,0.54,0.2985,120,147,267,Hangat,Sedang,1_1
8661,1,1,1,15,0,0,0,1,0.46,0.4545,0.51,0.2985,101,164,265,Hangat,Sedang,1_1
8662,1,1,1,16,0,0,0,2,0.44,0.4394,0.54,0.2985,68,147,215,Hangat,Sedang,1_2
8663,1,1,1,17,0,0,0,2,0.48,0.4697,0.48,0.1642,36,75,111,Hangat,Rendah,1_2
8664,1,1,1,18,0,0,0,3,0.46,0.4545,0.59,0.2537,25,81,106,Hangat,Sedang,1_3
8665,1,1,1,19,0,0,0,3,0.42,0.4242,0.67,0.3881,20,85,105,Hangat,Sedang,1_3
8666,1,1,1,20,0,0,0,2,0.44,0.4394,0.62,0.2985,25,58,83,Hangat,Sedang,1_2
8667,1,1,1,21,0,0,0,2,0.44,0.4394,0.67,0.2537,10,61,71,Hangat,Sedang,1_2
8668,1,1,1,22,0,0,0,1,0.46,0.4545,0.55,0.4179,13,53,66,Hangat,Sedang,1_1
8669,1,1,1,23,0,0,0,1,0.44,0.4394,0.51,0.2985,4,25,29,Hangat,Sedang,1_1
8670,1,1,1,0,1,1,0,1,0.4,0.4091,0.4,0.4627,8,31,39,Hangat,Sedang,1_1
8671,1,1,1,1,1,1,0,1,0.36,0.3333,0.43,0.4179,1,11,12,Hangat,Sedang,1_1
8672,1,1,1,2,1,1,0,1,0.36,0.3182,0.34,0.4478,1,6,7,Hangat,Sedang,1_1
8673,1,1,1,4,1,1,0,1,0.28,0.2576,0.45,0.3284,0,4,4,Dingin,Sedang,1_1
8674,1,1,1,5,1,1,0,1,0.28,0.2576,0.45,0.3284,1,3,4,Dingin,Sedang,1_1
8675,1,1,1,6,1,1,0,1,0.26,0.2273,0.41,0.3881,0,14,14,Dingin,Sedang,1_1
8676,1,1,1,7,1,1,0,1,0.24,0.2121,0.32,0.3881,0,16,16,Dingin,Sedang,1_1
8677,1,1,1,8,1,1,0,1,0.24,0.2273,0.35,0.2537,2,51,53,Dingin,Sedang,1_1
8678,1,1,1,9,1,1,0,1,0.24,0.2576,0.35,0.0,15,53,68,Dingin,Rendah,1_1
8679,1,1,1,10,1,1,0,1,0.26,0.2424,0.35,0.2836,20,89,109,Dingin,Sedang,1_1
8680,1,1,1,11,1,1,0,1,0.26,0.2121,0.35,0.4925,33,142,175,Dingin,Sedang,1_1
8681,1,1,1,12,1,1,0,1,0.28,0.2727,0.36,0.2537,41,161,202,Dingin,Sedang,1_1
8682,1,1,1,13,1,1,0,1,0.3,0.2727,0.36,0.2985,26,150,176,Dingin,Sedang,1_1
8683,1,1,1,14,1,1,0,1,0.3,0.2727,0.36,0.4179,10,141,151,Dingin,Sedang,1_1
8684,1,1,1,15,1,1,0,1,0.28,0.2424,0.38,0.4478,29,139,168,Dingin,Sedang,1_1
8685,1,1,1,16,1,1,0,1,0.26,0.2273,0.35,0.4179,10,144,154,Dingin,Sedang,1_1
8686,1,1,1,17,1,1,0,1,0.26,0.2273,0.35,0.3881,17,136,153,Dingin,Sedang,1_1
8687,1,1,1,18,1,1,0,1,0.26,0.2424,0.33,0.2537,13,113,126,Dingin,Sedang,1_1
8688,1,1,1,19,1,1,0,1,0.24,0.2273,0.38,0.2239,4,89,93,Dingin,Sedang,1_1
8689,1,1,1,20,1,1,0,1,0.24,0.2273,0.41,0.2239,5,83,88,Dingin,Sedang,1_1
8690,1,1,1,21,1,1,0,2,0.24,0.2121,0.41,0.3284,3,63,66,Dingin,Sedang,1_2
8691,1,1,1,22,1,1,0,2,0.22,0.2121,0.44,0.2836,3,36,39,Dingin,Sedang,1_2
8692,1,1,1,23,1,1,0,1,0.22,0.2121,0.44,0.2537,2,32,34,Dingin,Sedang,1_1
8693,1,1,1,0,0,2,1,1,0.2,0.197,0.51,0.2537,0,13,13,Dingin,Sedang,1_1
8694,1,1,1,1,0,2,1,1,0.18,0.1818,0.55,0.2239,1,5,6,Dingin,Sedang,1_1
8695,1,1,1,2,0,2,1,1,0.18,0.1667,0.51,0.2537,0,3,3,Dingin,Sedang,1_1
8696,1,1,1,3,0,2,1,1,0.16,0.1364,0.55,0.2836,0,2,2,Dingin,Sedang,1_1
8697,1,1,1,4,0,2,1,1,0.16,0.1515,0.55,0.2537,0,5,5,Dingin,Sedang,1_1
8698,1,1,1,5,0,2,1,1,0.14,0.1364,0.54,0.194,0,12,12,Dingin,Rendah,1_1
8699,1,1,1,6,0,2,1,1,0.14,0.1212,0.59,0.2836,4,81,85,Dingin,Sedang,1_1
8700,1,1,1,7,0,2,1,1,0.14,0.1212,0.59,0.2537,2,168,170,Dingin,Sedang,1_1
8701,1,1,1,8,0,2,1,1,0.16,0.1364,0.55,0.2836,5,349,354,Dingin,Sedang,1_1
8702,1,1,1,9,0,2,1,1,0.16,0.1364,0.5,0.2836,8,145,153,Dingin,Sedang,1_1
8703,1,1,1,10,0,2,1,1,0.16,0.1212,0.47,0.4627,5,55,60,Dingin,Sedang,1_1
8704,1,1,1,11,0,2,1,1,0.18,0.1364,0.37,0.5224,12,63,75,Dingin,Tinggi,1_1
8705,1,1,1,12,0,2,1,1,0.18,0.1364,0.37,0.5224,4,70,74,Dingin,Tinggi,1_1
8706,1,1,1,13,0,2,1,1,0.18,0.1212,0.34,0.6567,5,68,73,Dingin,Tinggi,1_1
8707,1,1,1,14,0,2,1,1,0.16,0.1212,0.43,0.5224,7,72,79,Dingin,Tinggi,1_1
8708,1,1,1,15,0,2,1,1,0.16,0.1212,0.37,0.4179,9,68,77,Dingin,Sedang,1_1
8709,1,1,1,16,0,2,1,1,0.14,0.0909,0.39,0.5821,7,129,136,Dingin,Tinggi,1_1
8710,1,1,1,17,0,2,1,1,0.14,0.1061,0.26,0.4627,4,241,245,Dingin,Sedang,1_1
8711,1,1,1,18,0,2,1,1,0.14,0.0909,0.26,0.5224,10,214,224,Dingin,Tinggi,1_1
8712,1,1,1,19,0,2,1,1,0.12,0.0909,0.28,0.4179,4,152,156,Dingin,Sedang,1_1
8713,1,1,1,20,0,2,1,1,0.12,0.1212,0.33,0.2537,0,115,115,Dingin,Sedang,1_1
8714,1,1,1,21,0,2,1,1,0.1,0.1061,0.36,0.2239,2,66,68,Dingin,Sedang,1_1
8715,1,1,1,22,0,2,1,1,0.1,0.1061,0.46,0.2537,0,33,33,Dingin,Sedang,1_1
8716,1,1,1,23,0,2,1,1,0.1,0.0758,0.46,0.3881,0,18,18,Dingin,Sedang,1_1
8717,1,1,1,0,0,3,1,1,0.08,0.0606,0.42,0.3284,0,9,9,Dingin,Sedang,1_1
8718,1,1,1,1,0,3,1,1,0.04,0.0303,0.38,0.2985,0,3,3,Dingin,Sedang,1_1
8719,1,1,1,2,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Dingin,Sedang,1_1
8720,1,1,1,3,0,3,1,1,0.02,0.0152,0.34,0.2836,0,1,1,Dingin,Sedang,1_1
8721,1,1,1,4,0,3,1,1,0.02,0.0455,0.41,0.194,0,2,2,Dingin,Rendah,1_1
8722,1,1,1,5,0,3,1,1,0.02,0.0455,0.41,0.194,0,14,14,Dingin,Rendah,1_1
8723,1,1,1,6,0,3,1,1,0.02,0.0455,0.41,0.1642,0,59,59,Dingin,Rendah,1_1
8724,1,1,1,7,0,3,1,1,0.02,0.0455,0.44,0.194,1,151,152,Dingin,Rendah,1_1
8725,1,1,1,8,0,3,1,1,0.02,0.0606,0.44,0.1343,5,310,315,Dingin,Rendah,1_1
8726,1,1,1,9,0,3,1,1,0.04,0.0606,0.45,0.1343,7,173,180,Dingin,Rendah,1_1
8727,1,1,1,10,0,3,1,1,0.06,0.1061,0.45,0.0,7,57,64,Dingin,Rendah,1_1
8728,1,1,1,11,0,3,1,2,0.08,0.1212,0.42,0.0896,6,40,46,Dingin,Rendah,1_2
8729,1,1,1,12,0,3,1,2,0.1,0.1061,0.46,0.194,9,75,84,Dingin,Rendah,1_2
8730,1,1,1,13,0,3,1,2,0.14,0.1212,0.43,0.2537,9,82,91,Dingin,Sedang,1_2
8731,1,1,1,14,0,3,1,2,0.14,0.1212,0.46,0.2537,6,69,75,Dingin,Sedang,1_2
8732,1,1,1,15,0,3,1,2,0.18,0.1515,0.37,0.3284,9,81,90,Dingin,Sedang,1_2
8733,1,1,1,16,0,3,1,2,0.18,0.1667,0.4,0.2836,8,123,131,Dingin,Sedang,1_2
8734,1,1,1,17,0,3,1,2,0.2,0.197,0.4,0.194,9,272,281,Dingin,Rendah,1_2
8735,1,1,1,18,0,3,1,2,0.2,0.2121,0.37,0.1343,9,280,289,Dingin,Rendah,1_2
8736,1,1,1,19,0,3,1,2,0.2,0.2273,0.4,0.1045,2,182,184,Dingin,Rendah,1_2
8737,1,1,1,20,0,3,1,2,0.2,0.197,0.4,0.194,2,121,123,Dingin,Rendah,1_2
8738,1,1,1,21,0,3,1,2,0.2,0.2576,0.44,0.0,2,88,90,Dingin,Rendah,1_2
8739,1,1,1,22,0,3,1,2,0.2,0.2273,0.47,0.0896,4,48,52,Dingin,Rendah,1_2
8740,1,1,1,23,0,3,1,2,0.2,0.2273,0.44,0.1045,0,32,32,Dingin,Rendah,1_2
8741,1,1,1,0,0,4,1,2,0.22,0.2273,0.47,0.194,1,13,14,Dingin,Rendah,1_2
8742,1,1,1,1,0,4,1,1,0.2,0.2273,0.51,0.0896,0,5,5,Dingin,Rendah,1_1
8743,1,1,1,2,0,4,1,1,0.2,0.2273,0.51,0.0896,0,4,4,Dingin,Rendah,1_1
8744,1,1,1,3,0,4,1,1,0.2,0.2576,0.61,0.0,0,4,4,Dingin,Rendah,1_1
8745,1,1,1,4,0,4,1,2,0.2,0.2273,0.59,0.0896,0,5,5,Dingin,Rendah,1_2
8746,1,1,1,5,0,4,1,2,0.2,0.2273,0.59,0.0896,0,26,26,Dingin,Rendah,1_2
8747,1,1,1,6,0,4,1,2,0.2,0.2121,0.75,0.1343,0,78,78,Dingin,Rendah,1_2
8748,1,1,1,7,0,4,1,2,0.2,0.2273,0.69,0.0896,3,212,215,Dingin,Rendah,1_2
8749,1,1,1,8,0,4,1,2,0.2,0.2576,0.75,0.0,11,377,388,Dingin,Rendah,1_2
8750,1,1,1,9,0,4,1,2,0.22,0.2727,0.69,0.0,7,220,227,Dingin,Rendah,1_2
8751,1,1,1,10,0,4,1,2,0.24,0.2576,0.52,0.0896,5,81,86,Dingin,Rendah,1_2
8752,1,1,1,11,0,4,1,1,0.3,0.3333,0.49,0.0,6,78,84,Dingin,Rendah,1_1
8753,1,1,1,12,0,4,1,1,0.3,0.2879,0.49,0.2537,6,114,120,Dingin,Sedang,1_1
8754,1,1,1,13,0,4,1,1,0.34,0.303,0.42,0.2985,6,112,118,Hangat,Sedang,1_1
8755,1,1,1,14,0,4,1,1,0.34,0.3182,0.39,0.2836,13,104,117,Hangat,Sedang,1_1
8756,1,1,1,15,0,4,1,1,0.36,0.3333,0.34,0.2836,6,113,119,Hangat,Sedang,1_1
8757,1,1,1,16,0,4,1,1,0.36,0.3333,0.34,0.2836,19,178,197,Hangat,Sedang,1_1
8758,1,1,1,17,0,4,1,2,0.36,0.3485,0.34,0.194,19,393,412,Hangat,Rendah,1_2
8759,1,1,1,18,0,4,1,1,0.34,0.3333,0.36,0.1642,9,374,383,Hangat,Rendah,1_1
8760,1,1,1,19,0,4,1,1,0.34,0.3485,0.34,0.0896,10,255,265,Hangat,Rendah,1_1
8761,1,1,1,20,0,4,1,1,0.3,0.3333,0.49,0.0,5,172,177,Dingin,Rendah,1_1
8762,1,1,1,21,0,4,1,1,0.26,0.2727,0.6,0.1343,9,88,97,Dingin,Rendah,1_1
8763,1,1,1,22,0,4,1,1,0.26,0.2576,0.6,0.1642,1,70,71,Dingin,Rendah,1_1
8764,1,1,1,23,0,4,1,1,0.24,0.2576,0.7,0.1045,4,56,60,Dingin,Rendah,1_1
8765,1,1,1,0,0,5,1,1,0.22,0.2576,0.75,0.0896,1,24,25,Dingin,Rendah,1_1
8766,1,1,1,1,0,5,1,1,0.22,0.2727,0.75,0.0,2,6,8,Dingin,Rendah,1_1
8767,1,1,1,2,0,5,1,1,0.22,0.2273,0.69,0.1642,2,3,5,Dingin,Rendah,1_1
8768,1,1,1,3,0,5,1,1,0.22,0.2424,0.69,0.1045,1,3,4,Dingin,Rendah,1_1
8769,1,1,1,4,0,5,1,1,0.22,0.2273,0.69,0.1343,0,3,3,Dingin,Rendah,1_1
8770,1,1,1,5,0,5,1,2,0.2,0.2121,0.8,0.1343,0,13,13,Dingin,Rendah,1_2
8771,1,1,1,6,0,5,1,2,0.22,0.2424,0.73,0.1045,1,69,70,Dingin,Rendah,1_2
8772,1,1,1,7,0,5,1,2,0.24,0.2879,0.65,0.0,4,201,205,Dingin,Rendah,1_2
8773,1,1,1,8,0,5,1,1,0.24,0.2424,0.7,0.1343,11,436,447,Dingin,Rendah,1_1
8774,1,1,1,9,0,5,1,1,0.24,0.2424,0.7,0.1642,4,237,241,Dingin,Rendah,1_1
8775,1,1,1,10,0,5,1,1,0.26,0.2576,0.65,0.194,14,102,116,Dingin,Rendah,1_1
8776,1,1,1,11,0,5,1,1,0.3,0.303,0.56,0.1642,8,130,138,Dingin,Rendah,1_1
8777,1,1,1,12,0,5,1,1,0.36,0.3333,0.5,0.2537,23,168,191,Hangat,Sedang,1_1
8778,1,1,1,13,0,5,1,1,0.4,0.4091,0.43,0.2836,16,188,204,Hangat,Sedang,1_1
8779,1,1,1,14,0,5,1,1,0.46,0.4545,0.36,0.194,26,152,178,Hangat,Rendah,1_1
8780,1,1,1,15,0,5,1,1,0.52,0.5,0.27,0.2537,44,178,222,Hangat,Sedang,1_1
8781,1,1,1,16,0,5,1,1,0.52,0.5,0.27,0.2836,35,259,294,Hangat,Sedang,1_1
8782,1,1,1,17,0,5,1,1,0.46,0.4545,0.36,0.2239,20,456,476,Hangat,Sedang,1_1
8783,1,1,1,18,0,5,1,1,0.5,0.4848,0.29,0.2537,28,391,419,Hangat,Sedang,1_1
8784,1,1,1,19,0,5,1,1,0.46,0.4545,0.33,0.2836,11,261,272,Hangat,Sedang,1_1
8785,1,1,1,20,0,5,1,1,0.42,0.4242,0.41,0.194,14,163,177,Hangat,Rendah,1_1
8786,1,1,1,21,0,5,1,1,0.4,0.4091,0.43,0.2239,17,137,154,Hangat,Sedang,1_1
8787,1,1,1,22,0,5,1,1,0.36,0.3485,0.5,0.194,12,123,135,Hangat,Rendah,1_1
8788,1,1,1,23,0,5,1,1,0.36,0.3788,0.5,0.0,13,88,101,Hangat,Rendah,1_1
8789,1,1,1,0,0,6,0,1,0.36,0.3485,0.5,0.1642,2,77,79,Hangat,Rendah,1_1
8790,1,1,1,1,0,6,0,1,0.38,0.3939,0.46,0.1642,6,56,62,Hangat,Rendah,1_1
8791,1,1,1,2,0,6,0,1,0.36,0.3636,0.5,0.1045,2,36,38,Hangat,Rendah,1_1
8792,1,1,1,3,0,6,0,1,0.32,0.3333,0.57,0.1045,1,19,20,Hangat,Rendah,1_1
8793,1,1,1,4,0,6,0,1,0.32,0.3333,0.57,0.0896,1,9,10,Hangat,Rendah,1_1
8794,1,1,1,5,0,6,0,1,0.26,0.2727,0.75,0.1045,2,7,9,Dingin,Rendah,1_1
8795,1,1,1,6,0,6,0,1,0.26,0.2727,0.75,0.1045,0,7,7,Dingin,Rendah,1_1
8796,1,1,1,7,0,6,0,1,0.22,0.2273,0.87,0.194,0,20,20,Dingin,Rendah,1_1
8797,1,1,1,8,0,6,0,1,0.24,0.2576,0.75,0.1045,0,64,64,Dingin,Rendah,1_1
8798,1,1,1,9,0,6,0,1,0.22,0.2273,0.8,0.1343,14,116,130,Dingin,Rendah,1_1
8799,1,1,1,10,0,6,0,1,0.28,0.303,0.75,0.0896,43,160,203,Dingin,Rendah,1_1
8800,1,1,1,11,0,6,0,1,0.34,0.3182,0.57,0.2239,74,250,324,Hangat,Sedang,1_1
8801,1,1,1,12,0,6,0,1,0.4,0.4091,0.43,0.2239,100,276,376,Hangat,Sedang,1_1
8802,1,1,1,13,0,6,0,1,0.44,0.4394,0.44,0.194,149,296,445,Hangat,Rendah,1_1
8803,1,1,1,14,0,6,0,1,0.5,0.4848,0.42,0.2836,156,356,512,Hangat,Sedang,1_1
8804,1,1,1,15,0,6,0,1,0.58,0.5455,0.37,0.2985,132,317,449,Hangat,Sedang,1_1
8805,1,1,1,16,0,6,0,2,0.56,0.5303,0.37,0.2836,133,268,401,Hangat,Sedang,1_2
8806,1,1,1,17,0,6,0,2,0.54,0.5152,0.43,0.1343,87,235,322,Hangat,Rendah,1_2
8807,1,1,1,18,0,6,0,1,0.54,0.5152,0.45,0.1343,49,248,297,Hangat,Rendah,1_1
8808,1,1,1,19,0,6,0,1,0.52,0.5,0.42,0.1045,44,171,215,Hangat,Rendah,1_1
8809,1,1,1,20,0,6,0,1,0.5,0.4848,0.39,0.2537,21,149,170,Hangat,Sedang,1_1
8810,1,1,1,21,0,6,0,1,0.44,0.4394,0.44,0.2239,22,118,140,Hangat,Sedang,1_1
8811,1,1,1,22,0,6,0,1,0.44,0.4394,0.38,0.2537,16,93,109,Hangat,Sedang,1_1
8812,1,1,1,23,0,6,0,1,0.42,0.4242,0.38,0.2239,16,103,119,Hangat,Sedang,1_1
8813,1,1,1,0,0,0,0,1,0.38,0.3939,0.4,0.2836,14,77,91,Hangat,Sedang,1_1
8814,1,1,1,1,0,0,0,1,0.34,0.3333,0.42,0.194,10,62,72,Hangat,Rendah,1_1
8815,1,1,1,2,0,0,0,1,0.36,0.3333,0.37,0.2836,10,57,67,Hangat,Sedang,1_1
8816,1,1,1,3,0,0,0,1,0.34,0.3333,0.42,0.1343,6,26,32,Hangat,Rendah,1_1
8817,1,1,1,4,0,0,0,1,0.32,0.303,0.49,0.2537,2,4,6,Hangat,Sedang,1_1
8818,1,1,1,5,0,0,0,2,0.32,0.3333,0.49,0.1045,0,2,2,Hangat,Rendah,1_2
8819,1,1,1,6,0,0,0,2,0.3,0.3333,0.52,0.0,0,2,2,Dingin,Rendah,1_2
8820,1,1,1,7,0,0,0,2,0.3,0.3333,0.52,0.0,1,23,24,Dingin,Rendah,1_2
8821,1,1,1,8,0,0,0,1,0.3,0.303,0.52,0.1343,4,53,57,Dingin,Rendah,1_1
8822,1,1,1,9,0,0,0,1,0.32,0.3333,0.53,0.1343,23,102,125,Hangat,Rendah,1_1
8823,1,1,1,10,0,0,0,1,0.34,0.3333,0.49,0.1642,27,181,208,Hangat,Rendah,1_1
